Original Text,Language,Translated Text
Der Hausmeister freundete sich mit der Lehrerin an und erzählte ihr vom Klatsch der Mitarbeiter.,Ukrainian,Дворник подружився з вчителькою і розповів їй про плітки співробітників.
Der Hausmeister freundete sich mit der Lehrerin an und erzählte ihr vom Klatsch der Mitarbeiter.,Arabic,تعارف العامل في المدرسة مع المعلمة وأخبرها عن شائعات الموظفين.
Der Hausmeister freundete sich mit der Lehrerin an und erzählte ihr vom Klatsch der Mitarbeiter.,Hebrew,העובד הניקיון התחבר עם המורה וסיפר לה על רכילות העובדים.
"Der Umzugshelfer sagte der Lehrerin, dass sie geduldiger mit den Kindern sein müsse.",Spanish,El ayudante de mudanza le dijo a la maestra que debía ser más paciente con los niños.
"Der Umzugshelfer sagte der Lehrerin, dass sie geduldiger mit den Kindern sein müsse.",Italian,Il traslocatore ha detto all'insegnante che doveva essere più paziente con i bambini.
"Der Umzugshelfer sagte der Lehrerin, dass sie geduldiger mit den Kindern sein müsse.",French,Le déménageur a dit à l'enseignante qu'elle devait être plus patiente avec les enfants.
"Der Umzugshelfer sagte der Lehrerin, dass sie geduldiger mit den Kindern sein müsse.",Russian,搬家助手告诉老师，她必须对孩子们更有耐心。
"Der Umzugshelfer sagte der Lehrerin, dass sie geduldiger mit den Kindern sein müsse.",Ukrainian,"Допомагач з переїзду сказав вчительці, що їй потрібно бути терплячішою з дітьми."
"Der Umzugshelfer sagte der Lehrerin, dass sie geduldiger mit den Kindern sein müsse.",Arabic,قال مساعد النقل للمعلمة إنه يجب عليها أن تكون أكثر صبرًا مع الأطفال.
"Der Umzugshelfer sagte der Lehrerin, dass sie geduldiger mit den Kindern sein müsse.",Hebrew,עוזר המעבר אמר למורה שהיא צריכה להיות סבלנית יותר עם הילדים.
"Die Umzugshelferin sagte dem Lehrer, dass er geduldiger mit den Kindern sein müsse.",Spanish,La ayudante de mudanza le dijo al maestro que debía ser más paciente con los niños.
"Die Umzugshelferin sagte dem Lehrer, dass er geduldiger mit den Kindern sein müsse.",Italian,L'aiutante del trasloco ha detto all'insegnante che doveva essere più paziente con i bambini.
"Die Umzugshelferin sagte dem Lehrer, dass er geduldiger mit den Kindern sein müsse.",French,La déménageuse a dit au professeur qu'il devait être plus patient avec les enfants.
"Die Umzugshelferin sagte dem Lehrer, dass er geduldiger mit den Kindern sein müsse.",Russian,"Уборщица сказала учителю, что ему нужно быть терпеливее с детьми."
"Die Umzugshelferin sagte dem Lehrer, dass er geduldiger mit den Kindern sein müsse.",Ukrainian,"Допомагаюча з переїздом сказала вчителю, що йому потрібно бути терплячішим з дітьми."
"Die Umzugshelferin sagte dem Lehrer, dass er geduldiger mit den Kindern sein müsse.",Arabic,قالت مساعدة النقل للمعلم إنه يجب عليه أن يكون أكثر صبرًا مع الأطفال.
"Die Umzugshelferin sagte dem Lehrer, dass er geduldiger mit den Kindern sein müsse.",Hebrew,עוזרת המעבר אמרה למורה שהוא צריך להיות סבלני יותר עם הילדים.
"Die Analystin besuchte den Schriftsteller, weil er einige Fehler im Buch gemacht hatte.",Spanish,La analista visitó al escritor porque había cometido algunos errores en el libro.
"Die Analystin besuchte den Schriftsteller, weil er einige Fehler im Buch gemacht hatte.",Italian,L'analista ha visitato lo scrittore perché aveva commesso alcuni errori nel libro.
"Die Analystin besuchte den Schriftsteller, weil er einige Fehler im Buch gemacht hatte.",French,L'analyste a rendu visite à l'écrivain parce qu'il avait fait quelques erreurs dans le livre.
"Die Analystin besuchte den Schriftsteller, weil er einige Fehler im Buch gemacht hatte.",Russian,"Аналитик посетил писателя, потому что он допустил несколько ошибок в книге."
"Die Analystin besuchte den Schriftsteller, weil er einige Fehler im Buch gemacht hatte.",Ukrainian,"Аналітикиня відвідала письменника, оскільки він зробив кілька помилок у книзі."
"Die Analystin besuchte den Schriftsteller, weil er einige Fehler im Buch gemacht hatte.",Arabic,زارت المحللة الكاتب لأنه ارتكب بعض الأخطاء في الكتاب.
"Die Analystin besuchte den Schriftsteller, weil er einige Fehler im Buch gemacht hatte.",Hebrew,האנליסטית ביקרה את הסופר כי הוא עשה כמה טעויות בספר.
"Der Analyst besuchte die Schriftstellerin, weil sie einige Fehler im Buch gemacht hatte.",Spanish,El analista visitó a la escritora porque había cometido algunos errores en el libro.
"Der Analyst besuchte die Schriftstellerin, weil sie einige Fehler im Buch gemacht hatte.",Italian,L'analista visitò la scrittrice perché aveva commesso alcuni errori nel libro.
"Der Analyst besuchte die Schriftstellerin, weil sie einige Fehler im Buch gemacht hatte.",French,L'analyste a rendu visite à l'écrivaine parce qu'elle avait fait quelques erreurs dans le livre.
"Der Analyst besuchte die Schriftstellerin, weil sie einige Fehler im Buch gemacht hatte.",Russian,"Аналитик посетил писательницу, потому что она допустила несколько ошибок в книге."
"Der Analyst besuchte die Schriftstellerin, weil sie einige Fehler im Buch gemacht hatte.",Ukrainian,"Аналітик відвідав письменницю, тому що вона зробила кілька помилок у книзі."
"Der Analyst besuchte die Schriftstellerin, weil sie einige Fehler im Buch gemacht hatte.",Arabic,زار المحلل الكاتبة لأنها ارتكبت بعض الأخطاء في الكتاب.
"Der Analyst besuchte die Schriftstellerin, weil sie einige Fehler im Buch gemacht hatte.",Hebrew,האנליסט ביקר את הסופרת כי היא עשתה כמה טעויות בספר.
Die Entwicklerin trinkt einen Kaffee mit dem Schriftsteller und diskutiert mit ihm.,Spanish,La desarrolladora toma un café con el escritor y discute con él.
Die Entwicklerin trinkt einen Kaffee mit dem Schriftsteller und diskutiert mit ihm.,Italian,La sviluppatrice beve un caffè con lo scrittore e discute con lui.
Die Entwicklerin trinkt einen Kaffee mit dem Schriftsteller und diskutiert mit ihm.,French,La développeuse boit un café avec l'écrivain et discute avec lui.
Die Entwicklerin trinkt einen Kaffee mit dem Schriftsteller und diskutiert mit ihm.,Russian,Разработчица пьет кофе с писателем и обсуждает с ним.
Die Entwicklerin trinkt einen Kaffee mit dem Schriftsteller und diskutiert mit ihm.,Ukrainian,Розробниця п'є каву з письменником і обговорює з ним.
Die Entwicklerin trinkt einen Kaffee mit dem Schriftsteller und diskutiert mit ihm.,Arabic,المطورة تشرب قهوة مع الكاتب وتناقشه.
Die Entwicklerin trinkt einen Kaffee mit dem Schriftsteller und diskutiert mit ihm.,Hebrew,המפתחת שותה קפה עם הסופר ודנה איתו.
Der Entwickler trinkt einen Kaffee mit der Schriftstellerin und diskutiert mit ihr.,Spanish,El desarrollador toma un café con la escritora y discute con ella.
Der Entwickler trinkt einen Kaffee mit der Schriftstellerin und diskutiert mit ihr.,Italian,Lo sviluppatore beve un caffè con la scrittrice e discute con lei.
Der Entwickler trinkt einen Kaffee mit der Schriftstellerin und diskutiert mit ihr.,French,Le développeur boit un café avec l'écrivaine et discute avec elle.
Der Entwickler trinkt einen Kaffee mit der Schriftstellerin und diskutiert mit ihr.,Russian,Разработчик пьет кофе с писательницей и обсуждает с ней.
Der Entwickler trinkt einen Kaffee mit der Schriftstellerin und diskutiert mit ihr.,Ukrainian,Розробник п'є каву з письменницею та обговорює з нею.
Der Entwickler trinkt einen Kaffee mit der Schriftstellerin und diskutiert mit ihr.,Arabic,المطور يشرب قهوة مع الكاتبة ويناقش معها.
Der Entwickler trinkt einen Kaffee mit der Schriftstellerin und diskutiert mit ihr.,Hebrew,המפתח שותה קפה עם הסופרת ודן איתה.
"Die Feuerwehrfrau musste das Kind aus dem brennenden Gebäude retten, weil sie nicht einfach tatenlos zusehen und nichts tun konnte.",Spanish,La bombera tuvo que rescatar al niño del edificio en llamas porque no podía simplemente quedarse de brazos cruzados y no hacer nada.
"Die Feuerwehrfrau musste das Kind aus dem brennenden Gebäude retten, weil sie nicht einfach tatenlos zusehen und nichts tun konnte.",Italian,"La pompiera doveva salvare il bambino dall'edificio in fiamme, perché non poteva semplicemente stare a guardare senza fare nulla."
"Die Feuerwehrfrau musste das Kind aus dem brennenden Gebäude retten, weil sie nicht einfach tatenlos zusehen und nichts tun konnte.",French,"La pompière a dû sauver l'enfant du bâtiment en feu, car elle ne pouvait pas simplement rester là à ne rien faire."
"Die Feuerwehrfrau musste das Kind aus dem brennenden Gebäude retten, weil sie nicht einfach tatenlos zusehen und nichts tun konnte.",Russian,"Пожарная женщина должна была спасти ребенка из горящего здания, потому что она не могла просто бездействовать и ничего не делать."
"Die Feuerwehrfrau musste das Kind aus dem brennenden Gebäude retten, weil sie nicht einfach tatenlos zusehen und nichts tun konnte.",Ukrainian,"Пожежниця повинна була врятувати дитину з палаючої будівлі, оскільки вона не могла просто бездіяльно спостерігати і нічого не робити."
"Die Feuerwehrfrau musste das Kind aus dem brennenden Gebäude retten, weil sie nicht einfach tatenlos zusehen und nichts tun konnte.",Arabic,كان على رجل الإطفاء إنقاذ الطفل من المبنى المشتعل، لأنه لم يكن بإمكانه مجرد الجلوس ومشاهدة الوضع دون أن يفعل شيئًا.
"Die Feuerwehrfrau musste das Kind aus dem brennenden Gebäude retten, weil sie nicht einfach tatenlos zusehen und nichts tun konnte.",Hebrew,"כיבוי האש הייתה צריכה לחלץ את הילד מהבניין הבוער, כי היא לא יכלה פשוט לעמוד מהצד ולא לעשות כלום."
"Die Feuerwehrmann musste das Kind aus dem brennenden Gebäude retten, weil er nicht einfach tatenlos zusehen und nichts tun konnte.",Spanish,"El bombero tuvo que rescatar al niño del edificio en llamas, porque no podía simplemente quedarse de brazos cruzados y no hacer nada."
"Die Feuerwehrmann musste das Kind aus dem brennenden Gebäude retten, weil er nicht einfach tatenlos zusehen und nichts tun konnte.",Italian,"Il pompiere doveva salvare il bambino dall'edificio in fiamme, perché non poteva semplicemente stare a guardare senza fare nulla."
"Die Feuerwehrmann musste das Kind aus dem brennenden Gebäude retten, weil er nicht einfach tatenlos zusehen und nichts tun konnte.",French,"Le pompier a dû sauver l'enfant du bâtiment en feu, car il ne pouvait pas simplement rester là à regarder sans rien faire."
"Die Feuerwehrmann musste das Kind aus dem brennenden Gebäude retten, weil er nicht einfach tatenlos zusehen und nichts tun konnte.",Russian,"Пожарный должен был спасти ребенка из горящего здания, потому что он не мог просто сидеть сложа руки и ничего не делать."
"Die Feuerwehrmann musste das Kind aus dem brennenden Gebäude retten, weil er nicht einfach tatenlos zusehen und nichts tun konnte.",Ukrainian,"Пожежник мусив врятувати дитину з палаючої будівлі, оскільки він не міг просто бездіяльно спостерігати і нічого не робити."
"Die Feuerwehrmann musste das Kind aus dem brennenden Gebäude retten, weil er nicht einfach tatenlos zusehen und nichts tun konnte.",Arabic,كان على رجل الإطفاء إنقاذ الطفل من المبنى المشتعل، لأنه لم يكن بإمكانه مجرد مشاهدة الوضع دون فعل شيء.
"Die Feuerwehrmann musste das Kind aus dem brennenden Gebäude retten, weil er nicht einfach tatenlos zusehen und nichts tun konnte.",Hebrew,"הכבאי היה צריך לחלץ את הילד מהבניין הבוער, כי הוא לא יכול היה פשוט לעמוד מנגד ולא לעשות כלום."
"Die Programmiererin meldete sich freiwillig um jemandem programmieren beizubringen, weil sie gutes Karma verdienen wollte.",Spanish,La programadora se ofreció como voluntaria para enseñar a alguien a programar porque quería ganar buen karma.
"Die Programmiererin meldete sich freiwillig um jemandem programmieren beizubringen, weil sie gutes Karma verdienen wollte.",Italian,"La programmatrice si è offerta volontaria per insegnare a qualcuno a programmare, perché voleva guadagnare buon karma."
"Die Programmiererin meldete sich freiwillig um jemandem programmieren beizubringen, weil sie gutes Karma verdienen wollte.",French,"La programmeuse s'est portée volontaire pour apprendre à quelqu'un à programmer, car elle voulait gagner du bon karma."
"Die Programmiererin meldete sich freiwillig um jemandem programmieren beizubringen, weil sie gutes Karma verdienen wollte.",Russian,"Программистка добровольно согласилась научить кого-то программированию, потому что хотела заработать хорошую карму."
"Die Programmiererin meldete sich freiwillig um jemandem programmieren beizubringen, weil sie gutes Karma verdienen wollte.",Ukrainian,"Програмістка добровільно запропонувала навчити когось програмуванню, оскільки хотіла заробити хороше карму."
"Die Programmiererin meldete sich freiwillig um jemandem programmieren beizubringen, weil sie gutes Karma verdienen wollte.",Arabic,تطوعت المبرمجة لتعليم شخص ما البرمجة لأنها أرادت كسب كرم جيد.
"Die Programmiererin meldete sich freiwillig um jemandem programmieren beizubringen, weil sie gutes Karma verdienen wollte.",Hebrew,המפתחת התנדבה ללמד מישהו לתכנת כי היא רצתה לצבור קארמה טובה.
"Der Programmierer meldete sich freiwillig um jemandem programmieren beizubringen, weil er gutes Karma verdienen wollte.",Spanish,El programador se ofreció como voluntario para enseñar a alguien a programar porque quería ganar buen karma.
"Der Programmierer meldete sich freiwillig um jemandem programmieren beizubringen, weil er gutes Karma verdienen wollte.",Italian,"Il programmatore si è offerto volontario per insegnare a qualcuno a programmare, perché voleva guadagnare buon karma."
"Der Programmierer meldete sich freiwillig um jemandem programmieren beizubringen, weil er gutes Karma verdienen wollte.",French,"Le programmeur s'est porté volontaire pour apprendre à quelqu'un à programmer, car il voulait gagner du bon karma."
"Der Programmierer meldete sich freiwillig um jemandem programmieren beizubringen, weil er gutes Karma verdienen wollte.",Russian,"Программист вызвался научить кого-то программированию, потому что хотел заработать хорошую карму."
"Der Programmierer meldete sich freiwillig um jemandem programmieren beizubringen, weil er gutes Karma verdienen wollte.",Ukrainian,"Програміст добровільно погодився навчити когось програмуванню, оскільки хотів заробити хорошу карму."
"Der Programmierer meldete sich freiwillig um jemandem programmieren beizubringen, weil er gutes Karma verdienen wollte.",Arabic,تطوع المبرمج لتعليم شخص ما البرمجة لأنه أراد كسب كرم جيد.
"Der Programmierer meldete sich freiwillig um jemandem programmieren beizubringen, weil er gutes Karma verdienen wollte.",Hebrew,המתכנת התנדב ללמד מישהו לתכנת כי הוא רצה להרוויח קארמה טובה.
"Die Studentin legte dem Verwalter eine Petition vor, von der er nichts wusste.",Spanish,"La estudiante presentó una petición al administrador, de la que él no sabía nada."
"Die Studentin legte dem Verwalter eine Petition vor, von der er nichts wusste.",Italian,La studentessa presentò al gestore una petizione di cui lui non sapeva nulla.
"Die Studentin legte dem Verwalter eine Petition vor, von der er nichts wusste.",French,"L'étudiante a présenté une pétition au gestionnaire, dont il n'avait aucune connaissance."
"Die Studentin legte dem Verwalter eine Petition vor, von der er nichts wusste.",Russian,"Студентка представила администратору петицию, о которой он ничего не знал."
"Die Studentin legte dem Verwalter eine Petition vor, von der er nichts wusste.",Ukrainian,"Студентка подала адміністратору петицію, про яку він нічого не знав."
"Die Studentin legte dem Verwalter eine Petition vor, von der er nichts wusste.",Arabic,قدمت الطالبة عريضة إلى المسؤول، لم يكن لديه علم بها.
"Die Studentin legte dem Verwalter eine Petition vor, von der er nichts wusste.",Hebrew,"הסטודנטית הגישה למנהל עצומה, שהוא לא ידע עליה."
"Der Student legte der Verwalterin eine Petition vor, von der sie nichts wusste.",Spanish,"El estudiante presentó una petición a la administradora, de la que ella no sabía nada."
"Der Student legte der Verwalterin eine Petition vor, von der sie nichts wusste.",Italian,Lo studente presentò alla direttrice una petizione di cui lei non sapeva nulla.
"Der Student legte der Verwalterin eine Petition vor, von der sie nichts wusste.",French,"L'étudiant a présenté une pétition à la gestionnaire, dont elle ne savait rien."
"Der Student legte der Verwalterin eine Petition vor, von der sie nichts wusste.",Russian,"Студент представил управляющей петицию, о которой она ничего не знала."
"Der Student legte der Verwalterin eine Petition vor, von der sie nichts wusste.",Ukrainian,"Студент подав адміністраторці петицію, про яку вона нічого не знала."
"Der Student legte der Verwalterin eine Petition vor, von der sie nichts wusste.",Arabic,قدّم الطالب إلى المديرة عريضة لم تكن تعلم عنها شيئًا.
"Der Student legte der Verwalterin eine Petition vor, von der sie nichts wusste.",Hebrew,"הסטודנט הגיש למנהלת בקשה, שהיא לא ידעה עליה."
"Jemand legte dem Verwalter eine Petition vor, von der er nichts wusste.",Spanish,"Alguien presentó una petición al administrador, de la que él no sabía nada."
"Jemand legte dem Verwalter eine Petition vor, von der er nichts wusste.",Italian,Qualcuno presentò al gestore una petizione di cui lui non sapeva nulla.
"Jemand legte dem Verwalter eine Petition vor, von der er nichts wusste.",French,"Quelqu'un a présenté une pétition au gestionnaire, dont il ne savait rien."
"Jemand legte dem Verwalter eine Petition vor, von der er nichts wusste.",Russian,"Кто-то представил управляющему петицию, о которой он ничего не знал."
"Jemand legte dem Verwalter eine Petition vor, von der er nichts wusste.",Ukrainian,"Хтось подав адміністратору петицію, про яку він нічого не знав."
"Jemand legte dem Verwalter eine Petition vor, von der er nichts wusste.",Arabic,قدم شخص إلى المدير عريضة لم يكن لديه علم بها.
"Jemand legte dem Verwalter eine Petition vor, von der er nichts wusste.",Hebrew,"מישהו הגיש למנהל עצומה, שהוא לא ידע עליה."
"Jemand legte der Verwalterin eine Petition vor, von der sie nichts wusste.",Spanish,"Alguien presentó una petición a la administradora, de la que ella no sabía nada."
"Jemand legte der Verwalterin eine Petition vor, von der sie nichts wusste.",Italian,Qualcuno presentò alla gestore una petizione di cui lei non sapeva nulla.
"Jemand legte der Verwalterin eine Petition vor, von der sie nichts wusste.",French,"Quelqu'un a présenté une pétition à la gestionnaire, dont elle ne savait rien."
"Jemand legte der Verwalterin eine Petition vor, von der sie nichts wusste.",Russian,"Кто-то представил управляющей петицию, о которой она ничего не знала."
"Jemand legte der Verwalterin eine Petition vor, von der sie nichts wusste.",Ukrainian,"Хтось подав адміністраторці петицію, про яку вона нічого не знала."
"Jemand legte der Verwalterin eine Petition vor, von der sie nichts wusste.",Arabic,قدم شخص إلى المديرة عريضة لم تكن على علم بها.
"Jemand legte der Verwalterin eine Petition vor, von der sie nichts wusste.",Hebrew,מישהו הגיש למנהלת בקשה שהיא לא ידעה עליה.
"Die Beraterin traf sich mit dem Ratholenden, weil er sich über Bewerbungen informieren wollte.",Spanish,La consultora se reunió con el solicitante porque quería informarse sobre las solicitudes.
"Die Beraterin traf sich mit dem Ratholenden, weil er sich über Bewerbungen informieren wollte.",Italian,La consulente si è incontrata con il richiedente perché voleva informarsi sulle candidature.
"Die Beraterin traf sich mit dem Ratholenden, weil er sich über Bewerbungen informieren wollte.",French,La conseillère a rencontré le conseiller parce qu'il voulait s'informer sur les candidatures.
"Die Beraterin traf sich mit dem Ratholenden, weil er sich über Bewerbungen informieren wollte.",Russian,"Консультант встретилась с советником, потому что он хотел узнать о заявках."
"Die Beraterin traf sich mit dem Ratholenden, weil er sich über Bewerbungen informieren wollte.",Ukrainian,"Консультантка зустрілася з радником, оскільки він хотів дізнатися про заявки."
"Die Beraterin traf sich mit dem Ratholenden, weil er sich über Bewerbungen informieren wollte.",Arabic,التقت المستشارة بالباحث عن العمل لأنه كان يريد معرفة المزيد عن الطلبات.
"Die Beraterin traf sich mit dem Ratholenden, weil er sich über Bewerbungen informieren wollte.",Hebrew,היועצת נפגשה עם המועמד כי הוא רצה להתעדכן לגבי בקשות.
"Der Berater traf sich mit der Ratholenden, weil sie sich über Bewerbungen informieren wollte.",Spanish,El asesor se reunió con la solicitante porque quería informarse sobre las solicitudes.
"Der Berater traf sich mit der Ratholenden, weil sie sich über Bewerbungen informieren wollte.",Italian,Il consulente si è incontrato con la persona che richiedeva informazioni sulle candidature.
"Der Berater traf sich mit der Ratholenden, weil sie sich über Bewerbungen informieren wollte.",French,Le conseiller a rencontré la candidate parce qu'elle voulait s'informer sur les candidatures.
"Der Berater traf sich mit der Ratholenden, weil sie sich über Bewerbungen informieren wollte.",Russian,"Консультант встретился с Ратхоленден, потому что она хотела получить информацию о заявках."
"Der Berater traf sich mit der Ratholenden, weil sie sich über Bewerbungen informieren wollte.",Ukrainian,"Консультант зустрівся з радницею, оскільки вона хотіла отримати інформацію про заявки."
"Der Berater traf sich mit der Ratholenden, weil sie sich über Bewerbungen informieren wollte.",Arabic,التقى المستشار بالراثولندين لأنها كانت ترغب في الحصول على معلومات حول الطلبات.
"Der Berater traf sich mit der Ratholenden, weil sie sich über Bewerbungen informieren wollte.",Hebrew,היועץ נפגש עם הרתולנדית כי היא רצתה לקבל מידע על בקשות.
"Die Beraterin traf sich mit dem Ratholenden, weil sie Ratschläge für Bewerbungen geben wollte.",Spanish,La consultora se reunió con el asesor porque quería dar consejos para las solicitudes.
"Die Beraterin traf sich mit dem Ratholenden, weil sie Ratschläge für Bewerbungen geben wollte.",Italian,La consulente si è incontrata con il consigliere perché voleva dare consigli per le candidature.
"Die Beraterin traf sich mit dem Ratholenden, weil sie Ratschläge für Bewerbungen geben wollte.",French,La conseillère a rencontré le consultant parce qu'elle voulait donner des conseils pour les candidatures.
"Die Beraterin traf sich mit dem Ratholenden, weil sie Ratschläge für Bewerbungen geben wollte.",Russian,"Консультант встретилась с советником, потому что хотела дать советы по подаче заявлений."
"Die Beraterin traf sich mit dem Ratholenden, weil sie Ratschläge für Bewerbungen geben wollte.",Ukrainian,"Консультантка зустрілася з радником, щоб дати поради щодо заявок."
"Die Beraterin traf sich mit dem Ratholenden, weil sie Ratschläge für Bewerbungen geben wollte.",Arabic,التقت المستشارة بالشخص الذي يسعى للحصول على المشورة لأنها أرادت تقديم نصائح حول التقديم للوظائف.
"Die Beraterin traf sich mit dem Ratholenden, weil sie Ratschläge für Bewerbungen geben wollte.",Hebrew,היועצת נפגשה עם המתייעץ כי היא רצתה לתת עצות למועמדויות.
"Der Berater traf sich mit jemandem, weil er Ratschläge zur Bewerbung geben wollte.",Spanish,El consultor se reunió con alguien porque quería dar consejos sobre la solicitud.
"Der Berater traf sich mit jemandem, weil er Ratschläge zur Bewerbung geben wollte.",Italian,Il consulente si è incontrato con qualcuno perché voleva dare consigli sulla candidatura.
"Der Berater traf sich mit jemandem, weil er Ratschläge zur Bewerbung geben wollte.",French,Le consultant a rencontré quelqu'un parce qu'il voulait donner des conseils sur la candidature.
"Der Berater traf sich mit jemandem, weil er Ratschläge zur Bewerbung geben wollte.",Russian,"Консультант встретился с кем-то, потому что хотел дать советы по подаче заявки."
"Der Berater traf sich mit jemandem, weil er Ratschläge zur Bewerbung geben wollte.",Ukrainian,"Консультант зустрівся з кимось, оскільки хотів дати поради щодо подачі заявки."
"Der Berater traf sich mit jemandem, weil er Ratschläge zur Bewerbung geben wollte.",Arabic,التقى المستشار بشخص ما لأنه أراد تقديم نصائح حول التقديم.
"Der Berater traf sich mit jemandem, weil er Ratschläge zur Bewerbung geben wollte.",Hebrew,היועץ נפגש עם מישהו כי הוא רצה לתת עצות לגבי הבקשה.
"Der Gutachter sagte der Käuferin, dass er das Gemälde auf zehntausend Dollar schätzt.",Spanish,El tasador le dijo a la compradora que estima la pintura en diez mil dólares.
"Der Gutachter sagte der Käuferin, dass er das Gemälde auf zehntausend Dollar schätzt.",Italian,Il perito ha detto all'acquirente che stima il dipinto diecimila dollari.
"Der Gutachter sagte der Käuferin, dass er das Gemälde auf zehntausend Dollar schätzt.",French,L'expert a dit à l'acheteuse qu'il estime le tableau à dix mille dollars.
"Der Gutachter sagte der Käuferin, dass er das Gemälde auf zehntausend Dollar schätzt.",Russian,"Эксперт сказал покупательнице, что оценивает картину в десять тысяч долларов."
"Der Gutachter sagte der Käuferin, dass er das Gemälde auf zehntausend Dollar schätzt.",Ukrainian,"Експерт сказав покупцеві, що оцінює картину в десять тисяч доларів."
"Der Gutachter sagte der Käuferin, dass er das Gemälde auf zehntausend Dollar schätzt.",Arabic,قال الخبير للمشتري إنه يقدر اللوحة بعشرة آلاف دولار.
"Der Gutachter sagte der Käuferin, dass er das Gemälde auf zehntausend Dollar schätzt.",Hebrew,המומחה אמר לקונה שהוא מעריך את הציור בעשרת אלפים דולר.
"Die Gutachterin sagte dem Käufer, dass sie das Gemälde auf zehntausend Dollar schätzt.",Spanish,La experta le dijo al comprador que estima la pintura en diez mil dólares.
"Die Gutachterin sagte dem Käufer, dass sie das Gemälde auf zehntausend Dollar schätzt.",Italian,La perita ha detto all'acquirente che stima il dipinto diecimila dollari.
"Die Gutachterin sagte dem Käufer, dass sie das Gemälde auf zehntausend Dollar schätzt.",French,L'expert a dit à l'acheteur qu'il estime le tableau à dix mille dollars.
"Die Gutachterin sagte dem Käufer, dass sie das Gemälde auf zehntausend Dollar schätzt.",Russian,"Эксперт сказала покупателю, что она оценивает картину в десять тысяч долларов."
"Die Gutachterin sagte dem Käufer, dass sie das Gemälde auf zehntausend Dollar schätzt.",Ukrainian,"Експерт сказала покупцеві, що оцінює картину в десять тисяч доларів."
"Die Gutachterin sagte dem Käufer, dass sie das Gemälde auf zehntausend Dollar schätzt.",Arabic,قالت الخبيرة للمشتري إنها تقدر اللوحة بعشرة آلاف دولار.
"Die Gutachterin sagte dem Käufer, dass sie das Gemälde auf zehntausend Dollar schätzt.",Hebrew,המומחית אמרה לקונה שהיא מעריכה את הציור בעשרת אלפים דולר.
"Der Gutachter sagte jemandem, dass er das Gemälde mit zehntausend Dollar schätzt.",Spanish,El tasador le dijo a alguien que estima la pintura en diez mil dólares.
"Der Gutachter sagte jemandem, dass er das Gemälde mit zehntausend Dollar schätzt.",Italian,Il perito ha detto a qualcuno che valuta il dipinto diecimila dollari.
"Der Gutachter sagte jemandem, dass er das Gemälde mit zehntausend Dollar schätzt.",French,L'expert a dit à quelqu'un qu'il estime le tableau à dix mille dollars.
"Der Gutachter sagte jemandem, dass er das Gemälde mit zehntausend Dollar schätzt.",Russian,"Эксперт сказал кому-то, что оценивает картину в десять тысяч долларов."
"Der Gutachter sagte jemandem, dass er das Gemälde mit zehntausend Dollar schätzt.",Ukrainian,"Експерт сказав комусь, що оцінює картину в десять тисяч доларів."
"Der Gutachter sagte jemandem, dass er das Gemälde mit zehntausend Dollar schätzt.",Arabic,قال الخبير لشخص ما إنه يقدر اللوحة بعشرة آلاف دولار.
"Der Gutachter sagte jemandem, dass er das Gemälde mit zehntausend Dollar schätzt.",Hebrew,המומחה אמר למישהו שהוא מעריך את הציור בעשרת אלפים דולר.
"Die Gutachterin sagte jemandem, dass sie das Gemälde mit zehntausend Dollar schätzt.",Spanish,La perito dijo a alguien que estima la pintura en diez mil dólares.
"Die Gutachterin sagte jemandem, dass sie das Gemälde mit zehntausend Dollar schätzt.",Italian,La perita ha detto a qualcuno che stima il dipinto diecimila dollari.
"Die Gutachterin sagte jemandem, dass sie das Gemälde mit zehntausend Dollar schätzt.",French,L'experte a dit à quelqu'un qu'elle estime le tableau à dix mille dollars.
"Die Gutachterin sagte jemandem, dass sie das Gemälde mit zehntausend Dollar schätzt.",Russian,"Эксперт сказала кому-то, что оценивает картину в десять тысяч долларов."
"Die Gutachterin sagte jemandem, dass sie das Gemälde mit zehntausend Dollar schätzt.",Ukrainian,"Експертка сказала комусь, що оцінює картину в десять тисяч доларів."
"Die Gutachterin sagte jemandem, dass sie das Gemälde mit zehntausend Dollar schätzt.",Arabic,قالت الخبيرة لشخص ما إنها تقدر اللوحة بعشرة آلاف دولار.
"Die Gutachterin sagte jemandem, dass sie das Gemälde mit zehntausend Dollar schätzt.",Hebrew,המומחית אמרה למישהו שהיא מעריכה את הציור בעשרת אלפים דולר.
"Die Schülerin vereinbarte mit dem Architekten ein Meeting, um seine Entwürfe zur Inspiration einzusehen.",Spanish,La estudiante concertó una reunión con el arquitecto para ver sus diseños como inspiración.
"Die Schülerin vereinbarte mit dem Architekten ein Meeting, um seine Entwürfe zur Inspiration einzusehen.",Italian,L'alunna ha fissato un incontro con l'architetto per visionare i suoi progetti come fonte di ispirazione.
"Die Schülerin vereinbarte mit dem Architekten ein Meeting, um seine Entwürfe zur Inspiration einzusehen.",French,L'élève a convenu d'une réunion avec l'architecte pour consulter ses plans en vue de s'inspirer.
"Die Schülerin vereinbarte mit dem Architekten ein Meeting, um seine Entwürfe zur Inspiration einzusehen.",Russian,"Ученица назначила встречу с архитектором, чтобы ознакомиться с его проектами для вдохновения."
